0	0.073707424
1	0.9360755
2	0.75686336
5	0.07757196
6	0.15869944
8	0.65395117
10	0.8790989
12	0.073707424
14	0.8379284
15	0.88057643
17	0.06554221
18	0.76967806
20	0.09467776
21	0.08513304
22	0.83033925
27	0.1227122
30	0.5298424
31	0.94739634
34	0.3027713
35	0.11945538
37	0.073707424
38	0.79546463
39	0.8603011
40	0.71147174
45	0.06554221
46	0.07757196
48	0.09163664
49	0.80676425
50	0.13008086
51	0.073707424
52	0.940806
54	0.14383864
55	0.10565837
60	0.09498778
62	0.19366278
64	0.26173386
65	0.09163664
66	0.8928037
68	0.10765793
71	0.11672886
74	0.23565282
75	0.073707424
76	0.06554221
77	0.06554221
78	0.83693486
79	0.76967806
81	0.08513304
85	0.45348573
89	0.073707424
90	0.08513304
92	0.3839689
96	0.14383864
97	0.27078193
100	0.75686336
101	0.06554221
102	0.24272075
103	0.08513304
104	0.08513304
105	0.08513304
107	0.06554221
108	0.08513304
109	0.8362416
113	0.79546463
116	0.083856456
118	0.27078193
122	0.11299371
124	0.15869944
127	0.073707424
132	0.6751132
133	0.9195209
140	0.7820394
141	0.79546463
142	0.79546463
144	0.073707424
145	0.073707424
150	0.07092705
154	0.06554221
155	0.17012054
156	0.8173953
157	0.08513304
158	0.06554221
159	0.025797192
161	0.91268003
162	0.08513304
165	0.7647654
167	0.17041272
170	0.11393724
171	0.14576751
172	0.85206735
173	0.073707424
175	0.073707424
178	0.08513304
179	0.08513304
181	0.09163664
185	0.10565837
187	0.3839689
188	0.10061292
190	0.8928037
193	0.846138
194	0.9272636
196	0.07757196
198	0.82882535
200	0.08513304
202	0.08513304
204	0.073707424
205	0.8790989
206	0.08513304
208	0.83033925
210	0.073707424
211	0.91268003
214	0.07757196
215	0.954224
218	0.954224
220	0.0826287
222	0.07092705
223	0.06554221
229	0.10447707
230	0.9513416
231	0.08513304
233	0.09476492
235	0.7381725
236	0.08513304
238	0.073707424
239	0.08513304
240	0.8055656
241	0.8362416
242	0.08513304
243	0.073707424
245	0.48438543
247	0.90085965
249	0.07092705
250	0.06554221
251	0.71147174
252	0.22800459
253	0.08513304
255	0.76252955
258	0.954224
261	0.15129025
262	0.3286517
263	0.10770997
264	0.82882535
266	0.031184943
267	0.073707424
268	0.9096866
270	0.10565837
271	0.073707424
272	0.90588063
278	0.14576751
279	0.75686336
283	0.073707424
285	0.11831933
293	0.80676425
294	0.073707424
298	0.2134339
299	0.9444694
301	0.07757196
302	0.073707424
303	0.87584823
304	0.06554221
306	0.94739634
308	0.11831933
309	0.954224
310	0.954224
311	0.77622813
312	0.9195209
313	0.08513304
315	0.75686336
316	0.9195209
317	0.07092705
318	0.94804335
319	0.954224
320	0.073707424
327	0.8928037
331	0.3839689
333	0.0826287
334	0.9237137
337	0.95048404
338	0.07092705
342	0.08513304
344	0.08513304
345	0.8928037
346	0.8928037
350	0.073707424
351	0.10565837
352	0.12286194
354	0.08447457
356	0.93612105
358	0.82882535
361	0.11299371
362	0.75331324
363	0.08513304
364	0.07757196
366	0.9132274
367	0.7912069
372	0.073707424
374	0.113069594
375	0.94739634
378	0.09498778
379	0.073707424
380	0.95048404
382	0.08513304
384	0.06554221
386	0.15129025
389	0.8986825
390	0.49308798
391	0.073707424
392	0.08513304
395	0.073707424
397	0.07159882
399	0.8928037
401	0.08513304
402	0.79546463
403	0.08513304
406	0.07092705
408	0.073707424
409	0.10447707
412	0.954224
413	0.06554221
416	0.9195209
418	0.08513304
420	0.09163664
422	0.08513304
424	0.073707424
425	0.06554221
428	0.07757196
432	0.91320354
434	0.3839689
436	0.2855062
439	0.08513304
440	0.88962823
441	0.073707424
443	0.8928037
447	0.49308798
451	0.06554221
452	0.5298424
453	0.21768267
456	0.22800459
457	0.89480263
458	0.85455704
460	0.3839689
462	0.19366278
465	0.08513304
467	0.22800459
